interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,solar
2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,NP15,12361.39816
2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,SP15,57796.42418
2023-02-13T00:00:00-08:00,2023-02-13T08:00:00+00:00,2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,ZP26,14272.58946
2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,CAISO,70817.96616
2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,NP15,10222.01826
2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,SP15,49977.63828
2023-02-14T00:00:00-08:00,2023-02-14T08:00:00+00:00,2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,ZP26,10618.30962
2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,CAISO,95599.04028
2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,NP15,13912.62197
2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,SP15,66529.06779
2023-02-15T00:00:00-08:00,2023-02-15T08:00:00+00:00,2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,ZP26,15157.35052
2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,CAISO,81890.91759
2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,NP15,9363.92278
2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,SP15,61383.80482
2023-02-16T00:00:00-08:00,2023-02-16T08:00:00+00:00,2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,ZP26,11143.18999
2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,CAISO,68717.58937
2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,NP15,11613.28788
2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,SP15,45732.63328
2023-02-17T00:00:00-08:00,2023-02-17T08:00:00+00:00,2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,ZP26,11371.66821
2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,CAISO,78423.2727
2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,NP15,13702.8686
2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,SP15,49993.21358
2023-02-18T00:00:00-08:00,2023-02-18T08:00:00+00:00,2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,ZP26,14727.19052
2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,CAISO,76447.43901
2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,NP15,11238.60838
2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,SP15,51465.88545
2023-02-19T00:00:00-08:00,2023-02-19T08:00:00+00:00,2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,ZP26,13742.94518
2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,CAISO,86665.01293
2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,NP15,11870.91772
2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,SP15,61610.92343
2023-02-20T00:00:00-08:00,2023-02-20T08:00:00+00:00,2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,ZP26,13183.17178
2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,CAISO,75448.58076
2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,NP15,9933.88958
2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,SP15,53891.10321
2023-02-21T00:00:00-08:00,2023-02-21T08:00:00+00:00,2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,ZP26,11623.58797
2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,CAISO,72781.2973
2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,NP15,9734.52027
2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,SP15,53782.70952
2023-02-22T00:00:00-08:00,2023-02-22T08:00:00+00:00,2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,ZP26,9264.06751
2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,CAISO,61421.02915
2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,NP15,8938.54129
2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,SP15,42534.34623
2023-02-23T00:00:00-08:00,2023-02-23T08:00:00+00:00,2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,ZP26,9948.14163
2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,CAISO,43248.14205
2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,NP15,2508.28391
2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,SP15,39117.7276
2023-02-24T00:00:00-08:00,2023-02-24T08:00:00+00:00,2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,ZP26,1622.13054
2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,CAISO,45988.20657
2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,NP15,6174.30683
2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,SP15,33828.7924
2023-02-25T00:00:00-08:00,2023-02-25T08:00:00+00:00,2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,ZP26,5985.10734
2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,CAISO,68211.36916
2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,NP15,7047.56393
2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,SP15,55290.27725
2023-02-26T00:00:00-08:00,2023-02-26T08:00:00+00:00,2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,ZP26,5873.52798
2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,CAISO,62238.38183
2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,NP15,6020.5157
2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,SP15,48368.61148
2023-02-27T00:00:00-08:00,2023-02-27T08:00:00+00:00,2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,ZP26,7849.25465
2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,CAISO,67677.45389
2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,NP15,5247.17143
2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,SP15,56277.48836
2023-02-28T00:00:00-08:00,2023-02-28T08:00:00+00:00,2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,ZP26,6152.7941
2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,CAISO,60612.81618
2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,NP15,14088.28878
2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,SP15,35627.84307
2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,ZP26,10896.68433
2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,CAISO,104034.81755
2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,NP15,15101.50263
2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,SP15,73187.56376
2023-03-02T00:00:00-08:00,2023-03-02T08:00:00+00:00,2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,ZP26,15745.75116
2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,CAISO,97786.6782
2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,NP15,13456.14758
2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,SP15,68713.44562
2023-03-03T00:00:00-08:00,2023-03-03T08:00:00+00:00,2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,ZP26,15617.085
2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,CAISO,74529.7164
2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,NP15,7222.48952
2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,SP15,60312.92586
2023-03-04T00:00:00-08:00,2023-03-04T08:00:00+00:00,2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,ZP26,6994.30102
2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,CAISO,57484.45778
2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,NP15,6373.71837
2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,SP15,44409.47359
2023-03-05T00:00:00-08:00,2023-03-05T08:00:00+00:00,2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,ZP26,6701.26582
2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,CAISO,77567.96555
2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,NP15,12856.17121
2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,SP15,55084.85855
2023-03-06T00:00:00-08:00,2023-03-06T08:00:00+00:00,2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,ZP26,9626.93579
2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,CAISO,82619.04028
2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,NP15,13207.17912
2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,SP15,62983.94655
2023-03-07T00:00:00-08:00,2023-03-07T08:00:00+00:00,2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,ZP26,6427.91461
2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,CAISO,79384.88348
2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,NP15,10306.13763
2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,SP15,60544.50246
2023-03-08T00:00:00-08:00,2023-03-08T08:00:00+00:00,2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,ZP26,8534.24339
2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,CAISO,70664.03566
2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,NP15,6140.57973
2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,SP15,57751.84778
2023-03-09T00:00:00-08:00,2023-03-09T08:00:00+00:00,2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,ZP26,6771.60815
2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,CAISO,38756.45095
2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,NP15,3622.48256
2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,SP15,31454.41587
2023-03-10T00:00:00-08:00,2023-03-10T08:00:00+00:00,2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,ZP26,3679.55252
2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,CAISO,72255.70765
2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,NP15,9529.74604
2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,SP15,52067.75557
2023-03-11T00:00:00-08:00,2023-03-11T08:00:00+00:00,2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,ZP26,10658.20604
2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,CAISO,78992.50831
2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,NP15,7740.60685
2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,SP15,63714.60999
2023-03-12T00:00:00-08:00,2023-03-12T08:00:00+00:00,2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,ZP26,7537.29147
2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,CAISO,91271.63038
2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,NP15,10944.7292
2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,SP15,67201.08353
2023-03-13T00:00:00-07:00,2023-03-13T07:00:00+00:00,2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,ZP26,13125.81765
2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,CAISO,34925.86695
2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,NP15,5539.22549
2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,SP15,25491.60309
2023-03-14T00:00:00-07:00,2023-03-14T07:00:00+00:00,2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,ZP26,3895.03837
2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,CAISO,69358.17305
2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,NP15,13335.69273
2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,SP15,43621.20436
2023-03-15T00:00:00-07:00,2023-03-15T07:00:00+00:00,2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,ZP26,12401.27596
2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,CAISO,91035.99791
2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,NP15,13236.29378
2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,SP15,63954.22954
2023-03-16T00:00:00-07:00,2023-03-16T07:00:00+00:00,2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,ZP26,13845.47459
2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,CAISO,79949.26346
2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,NP15,9676.4057
2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,SP15,60715.04501
2023-03-17T00:00:00-07:00,2023-03-17T07:00:00+00:00,2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,ZP26,9557.81275
2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,CAISO,65418.5237
2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,NP15,7614.35057
2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,SP15,48645.4983
2023-03-18T00:00:00-07:00,2023-03-18T07:00:00+00:00,2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,ZP26,9158.67483
2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,CAISO,44645.86291
2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,NP15,5621.17473
2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,SP15,31335.94008
2023-03-19T00:00:00-07:00,2023-03-19T07:00:00+00:00,2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,ZP26,7688.7481
2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,CAISO,63550.79222
2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,NP15,8720.70593
2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,SP15,45198.14084
2023-03-20T00:00:00-07:00,2023-03-20T07:00:00+00:00,2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,ZP26,9631.94545
2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,CAISO,46087.93595
2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,NP15,5933.82398
2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,SP15,34197.72532
2023-03-21T00:00:00-07:00,2023-03-21T07:00:00+00:00,2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,ZP26,5956.38665
2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,CAISO,73232.02345
2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,NP15,6166.24337
2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,SP15,60309.36717
2023-03-22T00:00:00-07:00,2023-03-22T07:00:00+00:00,2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,ZP26,6756.41291
2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,CAISO,85094.89301
2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,NP15,9791.20729
2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,SP15,65919.01444
2023-03-23T00:00:00-07:00,2023-03-23T07:00:00+00:00,2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,ZP26,9384.67128
2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,CAISO,75029.94563
2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,NP15,11409.09493
2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,SP15,55146.3693
2023-03-24T00:00:00-07:00,2023-03-24T07:00:00+00:00,2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,ZP26,8474.4814
2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,CAISO,62601.84206
2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,NP15,8271.68973
2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,SP15,47143.09073
2023-03-25T00:00:00-07:00,2023-03-25T07:00:00+00:00,2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,ZP26,7187.0616
2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,CAISO,69215.434
2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,NP15,8984.92485
2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,SP15,51965.72755
2023-03-26T00:00:00-07:00,2023-03-26T07:00:00+00:00,2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,ZP26,8264.7816
2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,CAISO,90754.98497
2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,NP15,10574.69117
2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,SP15,67083.74051
2023-03-27T00:00:00-07:00,2023-03-27T07:00:00+00:00,2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,ZP26,13096.55329
2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,2023-03-29T00:00:00-07:00,2023-03-29T07:00:00+00:00,CAISO,91656.1374
2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,2023-03-29T00:00:00-07:00,2023-03-29T07:00:00+00:00,NP15,4609.65415
2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,2023-03-29T00:00:00-07:00,2023-03-29T07:00:00+00:00,SP15,77144.58032
2023-03-28T00:00:00-07:00,2023-03-28T07:00:00+00:00,2023-03-29T00:00:00-07:00,2023-03-29T07:00:00+00:00,ZP26,9901.90293
2023-03-29T00:00:00-07:00,2023-03-29T07:00:00+00:00,2023-03-30T00:00:00-07:00,2023-03-30T07:00:00+00:00,CAISO,76336.02836
2023-03-29T00:00:00-07:00,2023-03-29T07:00:00+00:00,2023-03-30T00:00:00-07:00,2023-03-30T07:00:00+00:00,NP15,9073.15035
