interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,nuclear
2023-12-01T15:50:00-05:00,2023-12-01T20:50:00+00:00,2023-12-01T15:55:00-05:00,2023-12-01T20:55:00+00:00,2122.0
2023-12-01T15:55:00-05:00,2023-12-01T20:55:00+00:00,2023-12-01T16:00:00-05:00,2023-12-01T21:00:00+00:00,2122.0
2023-12-01T16:00:00-05:00,2023-12-01T21:00:00+00:00,2023-12-01T16:05:00-05:00,2023-12-01T21:05:00+00:00,2122.0
2023-12-01T16:05:00-05:00,2023-12-01T21:05:00+00:00,2023-12-01T16:10:00-05:00,2023-12-01T21:10:00+00:00,2123.0
2023-12-01T16:10:00-05:00,2023-12-01T21:10:00+00:00,2023-12-01T16:15:00-05:00,2023-12-01T21:15:00+00:00,2121.0
2023-12-01T16:15:00-05:00,2023-12-01T21:15:00+00:00,2023-12-01T16:20:00-05:00,2023-12-01T21:20:00+00:00,2121.0
2023-12-01T16:20:00-05:00,2023-12-01T21:20:00+00:00,2023-12-01T16:25:00-05:00,2023-12-01T21:25:00+00:00,2120.5
2023-12-01T16:25:00-05:00,2023-12-01T21:25:00+00:00,2023-12-01T16:30:00-05:00,2023-12-01T21:30:00+00:00,2120.0
2023-12-01T16:30:00-05:00,2023-12-01T21:30:00+00:00,2023-12-01T16:35:00-05:00,2023-12-01T21:35:00+00:00,2122.0
2023-12-01T16:35:00-05:00,2023-12-01T21:35:00+00:00,2023-12-01T16:40:00-05:00,2023-12-01T21:40:00+00:00,2122.0
2023-12-01T16:40:00-05:00,2023-12-01T21:40:00+00:00,2023-12-01T16:45:00-05:00,2023-12-01T21:45:00+00:00,2121.5
2023-12-01T16:45:00-05:00,2023-12-01T21:45:00+00:00,2023-12-01T16:50:00-05:00,2023-12-01T21:50:00+00:00,2121.0
2023-12-01T16:50:00-05:00,2023-12-01T21:50:00+00:00,2023-12-01T16:55:00-05:00,2023-12-01T21:55:00+00:00,2122.0
2023-12-01T16:55:00-05:00,2023-12-01T21:55:00+00:00,2023-12-01T17:00:00-05:00,2023-12-01T22:00:00+00:00,2121.0
2023-12-01T17:00:00-05:00,2023-12-01T22:00:00+00:00,2023-12-01T17:05:00-05:00,2023-12-01T22:05:00+00:00,2121.0
2023-12-01T17:05:00-05:00,2023-12-01T22:05:00+00:00,2023-12-01T17:10:00-05:00,2023-12-01T22:10:00+00:00,2121.0
2023-12-01T17:10:00-05:00,2023-12-01T22:10:00+00:00,2023-12-01T17:15:00-05:00,2023-12-01T22:15:00+00:00,2121.0
2023-12-01T17:15:00-05:00,2023-12-01T22:15:00+00:00,2023-12-01T17:20:00-05:00,2023-12-01T22:20:00+00:00,2122.0
2023-12-01T17:20:00-05:00,2023-12-01T22:20:00+00:00,2023-12-01T17:25:00-05:00,2023-12-01T22:25:00+00:00,2121.5
2023-12-01T17:25:00-05:00,2023-12-01T22:25:00+00:00,2023-12-01T17:30:00-05:00,2023-12-01T22:30:00+00:00,2121.0
2023-12-01T17:30:00-05:00,2023-12-01T22:30:00+00:00,2023-12-01T17:35:00-05:00,2023-12-01T22:35:00+00:00,2120.0
2023-12-01T17:35:00-05:00,2023-12-01T22:35:00+00:00,2023-12-01T17:40:00-05:00,2023-12-01T22:40:00+00:00,2120.5
2023-12-01T17:40:00-05:00,2023-12-01T22:40:00+00:00,2023-12-01T17:45:00-05:00,2023-12-01T22:45:00+00:00,2121.0
2023-12-01T17:45:00-05:00,2023-12-01T22:45:00+00:00,2023-12-01T17:50:00-05:00,2023-12-01T22:50:00+00:00,2121.0
2023-12-01T17:50:00-05:00,2023-12-01T22:50:00+00:00,2023-12-01T17:55:00-05:00,2023-12-01T22:55:00+00:00,2121.0
2023-12-01T17:55:00-05:00,2023-12-01T22:55:00+00:00,2023-12-01T18:00:00-05:00,2023-12-01T23:00:00+00:00,2121.0
2023-12-01T18:00:00-05:00,2023-12-01T23:00:00+00:00,2023-12-01T18:05:00-05:00,2023-12-01T23:05:00+00:00,2121.0
2023-12-01T18:05:00-05:00,2023-12-01T23:05:00+00:00,2023-12-01T18:10:00-05:00,2023-12-01T23:10:00+00:00,2121.0
2023-12-01T18:10:00-05:00,2023-12-01T23:10:00+00:00,2023-12-01T18:15:00-05:00,2023-12-01T23:15:00+00:00,2121.0
2023-12-01T18:15:00-05:00,2023-12-01T23:15:00+00:00,2023-12-01T18:20:00-05:00,2023-12-01T23:20:00+00:00,2121.0
2023-12-01T18:20:00-05:00,2023-12-01T23:20:00+00:00,2023-12-01T18:25:00-05:00,2023-12-01T23:25:00+00:00,2121.0
2023-12-01T18:25:00-05:00,2023-12-01T23:25:00+00:00,2023-12-01T18:30:00-05:00,2023-12-01T23:30:00+00:00,2121.0
2023-12-01T18:30:00-05:00,2023-12-01T23:30:00+00:00,2023-12-01T18:35:00-05:00,2023-12-01T23:35:00+00:00,2121.0
2023-12-01T18:35:00-05:00,2023-12-01T23:35:00+00:00,2023-12-01T18:40:00-05:00,2023-12-01T23:40:00+00:00,2121.0
2023-12-01T18:40:00-05:00,2023-12-01T23:40:00+00:00,2023-12-01T18:45:00-05:00,2023-12-01T23:45:00+00:00,2120.5
2023-12-01T18:45:00-05:00,2023-12-01T23:45:00+00:00,2023-12-01T18:50:00-05:00,2023-12-01T23:50:00+00:00,2120.0
2023-12-01T18:50:00-05:00,2023-12-01T23:50:00+00:00,2023-12-01T18:55:00-05:00,2023-12-01T23:55:00+00:00,2120.0
2023-12-01T18:55:00-05:00,2023-12-01T23:55:00+00:00,2023-12-01T19:00:00-05:00,2023-12-02T00:00:00+00:00,2120.0
2023-12-01T19:00:00-05:00,2023-12-02T00:00:00+00:00,2023-12-01T19:05:00-05:00,2023-12-02T00:05:00+00:00,2120.5
2023-12-01T19:05:00-05:00,2023-12-02T00:05:00+00:00,2023-12-01T19:10:00-05:00,2023-12-02T00:10:00+00:00,2121.0
2023-12-01T19:10:00-05:00,2023-12-02T00:10:00+00:00,2023-12-01T19:15:00-05:00,2023-12-02T00:15:00+00:00,2121.0
2023-12-01T19:15:00-05:00,2023-12-02T00:15:00+00:00,2023-12-01T19:20:00-05:00,2023-12-02T00:20:00+00:00,2120.5
2023-12-01T19:20:00-05:00,2023-12-02T00:20:00+00:00,2023-12-01T19:25:00-05:00,2023-12-02T00:25:00+00:00,2120.0
2023-12-01T19:25:00-05:00,2023-12-02T00:25:00+00:00,2023-12-01T19:30:00-05:00,2023-12-02T00:30:00+00:00,2119.5
2023-12-01T19:30:00-05:00,2023-12-02T00:30:00+00:00,2023-12-01T19:35:00-05:00,2023-12-02T00:35:00+00:00,2119.0
2023-12-01T19:35:00-05:00,2023-12-02T00:35:00+00:00,2023-12-01T19:40:00-05:00,2023-12-02T00:40:00+00:00,2120.0
2023-12-01T19:40:00-05:00,2023-12-02T00:40:00+00:00,2023-12-01T19:45:00-05:00,2023-12-02T00:45:00+00:00,2121.0
2023-12-01T19:45:00-05:00,2023-12-02T00:45:00+00:00,2023-12-01T19:50:00-05:00,2023-12-02T00:50:00+00:00,2121.0
2023-12-01T19:50:00-05:00,2023-12-02T00:50:00+00:00,2023-12-01T19:55:00-05:00,2023-12-02T00:55:00+00:00,2121.0
2023-12-01T19:55:00-05:00,2023-12-02T00:55:00+00:00,2023-12-01T20:00:00-05:00,2023-12-02T01:00:00+00:00,2121.0
2023-12-01T20:00:00-05:00,2023-12-02T01:00:00+00:00,2023-12-01T20:05:00-05:00,2023-12-02T01:05:00+00:00,2121.0
2023-12-01T20:05:00-05:00,2023-12-02T01:05:00+00:00,2023-12-01T20:10:00-05:00,2023-12-02T01:10:00+00:00,2122.0
2023-12-01T20:10:00-05:00,2023-12-02T01:10:00+00:00,2023-12-01T20:15:00-05:00,2023-12-02T01:15:00+00:00,2121.0
2023-12-01T20:15:00-05:00,2023-12-02T01:15:00+00:00,2023-12-01T20:20:00-05:00,2023-12-02T01:20:00+00:00,2121.0
2023-12-01T20:20:00-05:00,2023-12-02T01:20:00+00:00,2023-12-01T20:25:00-05:00,2023-12-02T01:25:00+00:00,2121.0
2023-12-01T20:25:00-05:00,2023-12-02T01:25:00+00:00,2023-12-01T20:30:00-05:00,2023-12-02T01:30:00+00:00,2122.0
2023-12-01T20:30:00-05:00,2023-12-02T01:30:00+00:00,2023-12-01T20:35:00-05:00,2023-12-02T01:35:00+00:00,2122.0
2023-12-01T20:35:00-05:00,2023-12-02T01:35:00+00:00,2023-12-01T20:40:00-05:00,2023-12-02T01:40:00+00:00,2122.0
2023-12-01T20:40:00-05:00,2023-12-02T01:40:00+00:00,2023-12-01T20:45:00-05:00,2023-12-02T01:45:00+00:00,2120.0
2023-12-01T20:45:00-05:00,2023-12-02T01:45:00+00:00,2023-12-01T20:50:00-05:00,2023-12-02T01:50:00+00:00,2128.0
2023-12-01T20:50:00-05:00,2023-12-02T01:50:00+00:00,2023-12-01T20:55:00-05:00,2023-12-02T01:55:00+00:00,2136.0
2023-12-01T20:55:00-05:00,2023-12-02T01:55:00+00:00,2023-12-01T21:00:00-05:00,2023-12-02T02:00:00+00:00,2139.5
2023-12-01T21:00:00-05:00,2023-12-02T02:00:00+00:00,2023-12-01T21:05:00-05:00,2023-12-02T02:05:00+00:00,2143.0
2023-12-01T21:05:00-05:00,2023-12-02T02:05:00+00:00,2023-12-01T21:10:00-05:00,2023-12-02T02:10:00+00:00,2143.0
2023-12-01T21:10:00-05:00,2023-12-02T02:10:00+00:00,2023-12-01T21:15:00-05:00,2023-12-02T02:15:00+00:00,2142.0
2023-12-01T21:15:00-05:00,2023-12-02T02:15:00+00:00,2023-12-01T21:20:00-05:00,2023-12-02T02:20:00+00:00,2149.0
2023-12-01T21:20:00-05:00,2023-12-02T02:20:00+00:00,2023-12-01T21:25:00-05:00,2023-12-02T02:25:00+00:00,2161.0
2023-12-01T21:25:00-05:00,2023-12-02T02:25:00+00:00,2023-12-01T21:30:00-05:00,2023-12-02T02:30:00+00:00,2170.0
2023-12-01T21:30:00-05:00,2023-12-02T02:30:00+00:00,2023-12-01T21:35:00-05:00,2023-12-02T02:35:00+00:00,2175.0
2023-12-01T21:35:00-05:00,2023-12-02T02:35:00+00:00,2023-12-01T21:40:00-05:00,2023-12-02T02:40:00+00:00,2180.0
2023-12-01T21:40:00-05:00,2023-12-02T02:40:00+00:00,2023-12-01T21:45:00-05:00,2023-12-02T02:45:00+00:00,2186.0
2023-12-01T21:45:00-05:00,2023-12-02T02:45:00+00:00,2023-12-01T21:50:00-05:00,2023-12-02T02:50:00+00:00,2192.5
2023-12-01T21:50:00-05:00,2023-12-02T02:50:00+00:00,2023-12-01T21:55:00-05:00,2023-12-02T02:55:00+00:00,2199.0
2023-12-01T21:55:00-05:00,2023-12-02T02:55:00+00:00,2023-12-01T22:00:00-05:00,2023-12-02T03:00:00+00:00,2200.0
2023-12-01T22:00:00-05:00,2023-12-02T03:00:00+00:00,2023-12-01T22:05:00-05:00,2023-12-02T03:05:00+00:00,2205.333333333333
2023-12-01T22:05:00-05:00,2023-12-02T03:05:00+00:00,2023-12-01T22:10:00-05:00,2023-12-02T03:10:00+00:00,2210.6666666666665
2023-12-01T22:10:00-05:00,2023-12-02T03:10:00+00:00,2023-12-01T22:15:00-05:00,2023-12-02T03:15:00+00:00,2210.333333333333
2023-12-01T22:15:00-05:00,2023-12-02T03:15:00+00:00,2023-12-01T22:20:00-05:00,2023-12-02T03:20:00+00:00,2210.0
2023-12-01T22:20:00-05:00,2023-12-02T03:20:00+00:00,2023-12-01T22:25:00-05:00,2023-12-02T03:25:00+00:00,2212.0
2023-12-01T22:25:00-05:00,2023-12-02T03:25:00+00:00,2023-12-01T22:30:00-05:00,2023-12-02T03:30:00+00:00,2215.0
2023-12-01T22:30:00-05:00,2023-12-02T03:30:00+00:00,2023-12-01T22:35:00-05:00,2023-12-02T03:35:00+00:00,2218.0
2023-12-01T22:35:00-05:00,2023-12-02T03:35:00+00:00,2023-12-01T22:40:00-05:00,2023-12-02T03:40:00+00:00,2220.0
2023-12-01T22:40:00-05:00,2023-12-02T03:40:00+00:00,2023-12-01T22:45:00-05:00,2023-12-02T03:45:00+00:00,2220.0
2023-12-01T22:45:00-05:00,2023-12-02T03:45:00+00:00,2023-12-01T22:50:00-05:00,2023-12-02T03:50:00+00:00,2225.5
2023-12-01T22:50:00-05:00,2023-12-02T03:50:00+00:00,2023-12-01T22:55:00-05:00,2023-12-02T03:55:00+00:00,2231.0
2023-12-01T22:55:00-05:00,2023-12-02T03:55:00+00:00,2023-12-01T23:00:00-05:00,2023-12-02T04:00:00+00:00,2231.0
2023-12-01T23:00:00-05:00,2023-12-02T04:00:00+00:00,2023-12-01T23:05:00-05:00,2023-12-02T04:05:00+00:00,2231.0
2023-12-01T23:05:00-05:00,2023-12-02T04:05:00+00:00,2023-12-01T23:10:00-05:00,2023-12-02T04:10:00+00:00,2237.0
2023-12-01T23:10:00-05:00,2023-12-02T04:10:00+00:00,2023-12-01T23:15:00-05:00,2023-12-02T04:15:00+00:00,2239.0
2023-12-01T23:15:00-05:00,2023-12-02T04:15:00+00:00,2023-12-01T23:20:00-05:00,2023-12-02T04:20:00+00:00,2244.5
2023-12-01T23:20:00-05:00,2023-12-02T04:20:00+00:00,2023-12-01T23:25:00-05:00,2023-12-02T04:25:00+00:00,2250.0
2023-12-01T23:25:00-05:00,2023-12-02T04:25:00+00:00,2023-12-01T23:30:00-05:00,2023-12-02T04:30:00+00:00,2258.0
2023-12-01T23:30:00-05:00,2023-12-02T04:30:00+00:00,2023-12-01T23:35:00-05:00,2023-12-02T04:35:00+00:00,2266.0
2023-12-01T23:35:00-05:00,2023-12-02T04:35:00+00:00,2023-12-01T23:40:00-05:00,2023-12-02T04:40:00+00:00,2274.0
2023-12-01T23:40:00-05:00,2023-12-02T04:40:00+00:00,2023-12-01T23:45:00-05:00,2023-12-02T04:45:00+00:00,2274.6666666666665
2023-12-01T23:45:00-05:00,2023-12-02T04:45:00+00:00,2023-12-01T23:50:00-05:00,2023-12-02T04:50:00+00:00,2275.3333333333335
2023-12-01T23:50:00-05:00,2023-12-02T04:50:00+00:00,2023-12-01T23:55:00-05:00,2023-12-02T04:55:00+00:00,2276.0
2023-12-01T23:55:00-05:00,2023-12-02T04:55:00+00:00,2023-12-02T00:00:00-05:00,2023-12-02T05:00:00+00:00,2276.0
2023-12-02T00:00:00-05:00,2023-12-02T05:00:00+00:00,2023-12-02T00:05:00-05:00,2023-12-02T05:05:00+00:00,2278.0
2023-12-02T00:05:00-05:00,2023-12-02T05:05:00+00:00,2023-12-02T00:10:00-05:00,2023-12-02T05:10:00+00:00,2278.5
2023-12-02T00:10:00-05:00,2023-12-02T05:10:00+00:00,2023-12-02T00:15:00-05:00,2023-12-02T05:15:00+00:00,2279.0
2023-12-02T00:15:00-05:00,2023-12-02T05:15:00+00:00,2023-12-02T00:20:00-05:00,2023-12-02T05:20:00+00:00,2284.5
2023-12-02T00:20:00-05:00,2023-12-02T05:20:00+00:00,2023-12-02T00:25:00-05:00,2023-12-02T05:25:00+00:00,2290.0
2023-12-02T00:25:00-05:00,2023-12-02T05:25:00+00:00,2023-12-02T00:30:00-05:00,2023-12-02T05:30:00+00:00,2300.0
2023-12-02T00:30:00-05:00,2023-12-02T05:30:00+00:00,2023-12-02T00:35:00-05:00,2023-12-02T05:35:00+00:00,2310.0
2023-12-02T00:35:00-05:00,2023-12-02T05:35:00+00:00,2023-12-02T00:40:00-05:00,2023-12-02T05:40:00+00:00,2311.5
2023-12-02T00:40:00-05:00,2023-12-02T05:40:00+00:00,2023-12-02T00:45:00-05:00,2023-12-02T05:45:00+00:00,2313.0
2023-12-02T00:45:00-05:00,2023-12-02T05:45:00+00:00,2023-12-02T00:50:00-05:00,2023-12-02T05:50:00+00:00,2322.0
2023-12-02T00:50:00-05:00,2023-12-02T05:50:00+00:00,2023-12-02T00:55:00-05:00,2023-12-02T05:55:00+00:00,2331.0
2023-12-02T00:55:00-05:00,2023-12-02T05:55:00+00:00,2023-12-02T01:00:00-05:00,2023-12-02T06:00:00+00:00,2336.0
2023-12-02T01:00:00-05:00,2023-12-02T06:00:00+00:00,2023-12-02T01:05:00-05:00,2023-12-02T06:05:00+00:00,2341.0
2023-12-02T01:05:00-05:00,2023-12-02T06:05:00+00:00,2023-12-02T01:10:00-05:00,2023-12-02T06:10:00+00:00,2341.0
2023-12-02T01:10:00-05:00,2023-12-02T06:10:00+00:00,2023-12-02T01:15:00-05:00,2023-12-02T06:15:00+00:00,2352.0
2023-12-02T01:15:00-05:00,2023-12-02T06:15:00+00:00,2023-12-02T01:20:00-05:00,2023-12-02T06:20:00+00:00,2363.0
2023-12-02T01:20:00-05:00,2023-12-02T06:20:00+00:00,2023-12-02T01:25:00-05:00,2023-12-02T06:25:00+00:00,2364.0
2023-12-02T01:25:00-05:00,2023-12-02T06:25:00+00:00,2023-12-02T01:30:00-05:00,2023-12-02T06:30:00+00:00,2366.0
2023-12-02T01:30:00-05:00,2023-12-02T06:30:00+00:00,2023-12-02T01:35:00-05:00,2023-12-02T06:35:00+00:00,2368.0
2023-12-02T01:35:00-05:00,2023-12-02T06:35:00+00:00,2023-12-02T01:40:00-05:00,2023-12-02T06:40:00+00:00,2368.5
2023-12-02T01:40:00-05:00,2023-12-02T06:40:00+00:00,2023-12-02T01:45:00-05:00,2023-12-02T06:45:00+00:00,2369.0
2023-12-02T01:45:00-05:00,2023-12-02T06:45:00+00:00,2023-12-02T01:50:00-05:00,2023-12-02T06:50:00+00:00,2369.5
2023-12-02T01:50:00-05:00,2023-12-02T06:50:00+00:00,2023-12-02T01:55:00-05:00,2023-12-02T06:55:00+00:00,2368.0
2023-12-02T01:55:00-05:00,2023-12-02T06:55:00+00:00,2023-12-02T02:00:00-05:00,2023-12-02T07:00:00+00:00,2368.0
2023-12-02T02:00:00-05:00,2023-12-02T07:00:00+00:00,2023-12-02T02:05:00-05:00,2023-12-02T07:05:00+00:00,2368.0
2023-12-02T02:05:00-05:00,2023-12-02T07:05:00+00:00,2023-12-02T02:10:00-05:00,2023-12-02T07:10:00+00:00,2366.0
2023-12-02T02:10:00-05:00,2023-12-02T07:10:00+00:00,2023-12-02T02:15:00-05:00,2023-12-02T07:15:00+00:00,2364.0
2023-12-02T02:15:00-05:00,2023-12-02T07:15:00+00:00,2023-12-02T02:20:00-05:00,2023-12-02T07:20:00+00:00,2362.75
2023-12-02T02:20:00-05:00,2023-12-02T07:20:00+00:00,2023-12-02T02:25:00-05:00,2023-12-02T07:25:00+00:00,2361.5
2023-12-02T02:25:00-05:00,2023-12-02T07:25:00+00:00,2023-12-02T02:30:00-05:00,2023-12-02T07:30:00+00:00,2361.75
2023-12-02T02:30:00-05:00,2023-12-02T07:30:00+00:00,2023-12-02T02:35:00-05:00,2023-12-02T07:35:00+00:00,2362.0
2023-12-02T02:35:00-05:00,2023-12-02T07:35:00+00:00,2023-12-02T02:40:00-05:00,2023-12-02T07:40:00+00:00,2371.0
2023-12-02T02:40:00-05:00,2023-12-02T07:40:00+00:00,2023-12-02T02:45:00-05:00,2023-12-02T07:45:00+00:00,2380.0
2023-12-02T02:45:00-05:00,2023-12-02T07:45:00+00:00,2023-12-02T02:50:00-05:00,2023-12-02T07:50:00+00:00,2390.5
2023-12-02T02:50:00-05:00,2023-12-02T07:50:00+00:00,2023-12-02T02:55:00-05:00,2023-12-02T07:55:00+00:00,2401.0
2023-12-02T02:55:00-05:00,2023-12-02T07:55:00+00:00,2023-12-02T03:00:00-05:00,2023-12-02T08:00:00+00:00,2406.0
2023-12-02T03:00:00-05:00,2023-12-02T08:00:00+00:00,2023-12-02T03:05:00-05:00,2023-12-02T08:05:00+00:00,2411.0
2023-12-02T03:05:00-05:00,2023-12-02T08:05:00+00:00,2023-12-02T03:10:00-05:00,2023-12-02T08:10:00+00:00,2420.0
2023-12-02T03:10:00-05:00,2023-12-02T08:10:00+00:00,2023-12-02T03:15:00-05:00,2023-12-02T08:15:00+00:00,2429.0
2023-12-02T03:15:00-05:00,2023-12-02T08:15:00+00:00,2023-12-02T03:20:00-05:00,2023-12-02T08:20:00+00:00,2437.5
2023-12-02T03:20:00-05:00,2023-12-02T08:20:00+00:00,2023-12-02T03:25:00-05:00,2023-12-02T08:25:00+00:00,2446.0
2023-12-02T03:25:00-05:00,2023-12-02T08:25:00+00:00,2023-12-02T03:30:00-05:00,2023-12-02T08:30:00+00:00,2449.0
2023-12-02T03:30:00-05:00,2023-12-02T08:30:00+00:00,2023-12-02T03:35:00-05:00,2023-12-02T08:35:00+00:00,2453.6666666666665
2023-12-02T03:35:00-05:00,2023-12-02T08:35:00+00:00,2023-12-02T03:40:00-05:00,2023-12-02T08:40:00+00:00,2458.3333333333335
2023-12-02T03:40:00-05:00,2023-12-02T08:40:00+00:00,2023-12-02T03:45:00-05:00,2023-12-02T08:45:00+00:00,2463.0
2023-12-02T03:45:00-05:00,2023-12-02T08:45:00+00:00,2023-12-02T03:50:00-05:00,2023-12-02T08:50:00+00:00,2466.0
2023-12-02T03:50:00-05:00,2023-12-02T08:50:00+00:00,2023-12-02T03:55:00-05:00,2023-12-02T08:55:00+00:00,2469.0
2023-12-02T03:55:00-05:00,2023-12-02T08:55:00+00:00,2023-12-02T04:00:00-05:00,2023-12-02T09:00:00+00:00,2470.5
2023-12-02T04:00:00-05:00,2023-12-02T09:00:00+00:00,2023-12-02T04:05:00-05:00,2023-12-02T09:05:00+00:00,2472.0
2023-12-02T04:05:00-05:00,2023-12-02T09:05:00+00:00,2023-12-02T04:10:00-05:00,2023-12-02T09:10:00+00:00,2484.0
2023-12-02T04:10:00-05:00,2023-12-02T09:10:00+00:00,2023-12-02T04:15:00-05:00,2023-12-02T09:15:00+00:00,2496.0
2023-12-02T04:15:00-05:00,2023-12-02T09:15:00+00:00,2023-12-02T04:20:00-05:00,2023-12-02T09:20:00+00:00,2500.0
2023-12-02T04:20:00-05:00,2023-12-02T09:20:00+00:00,2023-12-02T04:25:00-05:00,2023-12-02T09:25:00+00:00,2504.0
2023-12-02T04:25:00-05:00,2023-12-02T09:25:00+00:00,2023-12-02T04:30:00-05:00,2023-12-02T09:30:00+00:00,2515.5
2023-12-02T04:30:00-05:00,2023-12-02T09:30:00+00:00,2023-12-02T04:35:00-05:00,2023-12-02T09:35:00+00:00,2527.0
2023-12-02T04:35:00-05:00,2023-12-02T09:35:00+00:00,2023-12-02T04:40:00-05:00,2023-12-02T09:40:00+00:00,2531.5
2023-12-02T04:40:00-05:00,2023-12-02T09:40:00+00:00,2023-12-02T04:45:00-05:00,2023-12-02T09:45:00+00:00,2536.0
2023-12-02T04:45:00-05:00,2023-12-02T09:45:00+00:00,2023-12-02T04:50:00-05:00,2023-12-02T09:50:00+00:00,2540.6666666666665
2023-12-02T04:50:00-05:00,2023-12-02T09:50:00+00:00,2023-12-02T04:55:00-05:00,2023-12-02T09:55:00+00:00,2545.3333333333335
2023-12-02T04:55:00-05:00,2023-12-02T09:55:00+00:00,2023-12-02T05:00:00-05:00,2023-12-02T10:00:00+00:00,2550.0
2023-12-02T05:00:00-05:00,2023-12-02T10:00:00+00:00,2023-12-02T05:05:00-05:00,2023-12-02T10:05:00+00:00,2551.0
2023-12-02T05:05:00-05:00,2023-12-02T10:05:00+00:00,2023-12-02T05:10:00-05:00,2023-12-02T10:10:00+00:00,2552.0
2023-12-02T05:10:00-05:00,2023-12-02T10:10:00+00:00,2023-12-02T05:15:00-05:00,2023-12-02T10:15:00+00:00,2552.0
2023-12-02T05:15:00-05:00,2023-12-02T10:15:00+00:00,2023-12-02T05:20:00-05:00,2023-12-02T10:20:00+00:00,2552.0
2023-12-02T05:20:00-05:00,2023-12-02T10:20:00+00:00,2023-12-02T05:25:00-05:00,2023-12-02T10:25:00+00:00,2553.0
2023-12-02T05:25:00-05:00,2023-12-02T10:25:00+00:00,2023-12-02T05:30:00-05:00,2023-12-02T10:30:00+00:00,2554.0
2023-12-02T05:30:00-05:00,2023-12-02T10:30:00+00:00,2023-12-02T05:35:00-05:00,2023-12-02T10:35:00+00:00,2552.5
2023-12-02T05:35:00-05:00,2023-12-02T10:35:00+00:00,2023-12-02T05:40:00-05:00,2023-12-02T10:40:00+00:00,2551.0
2023-12-02T05:40:00-05:00,2023-12-02T10:40:00+00:00,2023-12-02T05:45:00-05:00,2023-12-02T10:45:00+00:00,2550.5
2023-12-02T05:45:00-05:00,2023-12-02T10:45:00+00:00,2023-12-02T05:50:00-05:00,2023-12-02T10:50:00+00:00,2550.0
2023-12-02T05:50:00-05:00,2023-12-02T10:50:00+00:00,2023-12-02T05:55:00-05:00,2023-12-02T10:55:00+00:00,2549.5
2023-12-02T05:55:00-05:00,2023-12-02T10:55:00+00:00,2023-12-02T06:00:00-05:00,2023-12-02T11:00:00+00:00,2549.0
2023-12-02T06:00:00-05:00,2023-12-02T11:00:00+00:00,2023-12-02T06:05:00-05:00,2023-12-02T11:05:00+00:00,2550.0
2023-12-02T06:05:00-05:00,2023-12-02T11:05:00+00:00,2023-12-02T06:10:00-05:00,2023-12-02T11:10:00+00:00,2551.0
2023-12-02T06:10:00-05:00,2023-12-02T11:10:00+00:00,2023-12-02T06:15:00-05:00,2023-12-02T11:15:00+00:00,2552.0
2023-12-02T06:15:00-05:00,2023-12-02T11:15:00+00:00,2023-12-02T06:20:00-05:00,2023-12-02T11:20:00+00:00,2551.5
2023-12-02T06:20:00-05:00,2023-12-02T11:20:00+00:00,2023-12-02T06:25:00-05:00,2023-12-02T11:25:00+00:00,2551.0
2023-12-02T06:25:00-05:00,2023-12-02T11:25:00+00:00,2023-12-02T06:30:00-05:00,2023-12-02T11:30:00+00:00,2553.0
2023-12-02T06:30:00-05:00,2023-12-02T11:30:00+00:00,2023-12-02T06:35:00-05:00,2023-12-02T11:35:00+00:00,2551.0
2023-12-02T06:35:00-05:00,2023-12-02T11:35:00+00:00,2023-12-02T06:40:00-05:00,2023-12-02T11:40:00+00:00,2551.0
2023-12-02T06:40:00-05:00,2023-12-02T11:40:00+00:00,2023-12-02T06:45:00-05:00,2023-12-02T11:45:00+00:00,2551.0
2023-12-02T06:45:00-05:00,2023-12-02T11:45:00+00:00,2023-12-02T06:50:00-05:00,2023-12-02T11:50:00+00:00,2550.5
2023-12-02T06:50:00-05:00,2023-12-02T11:50:00+00:00,2023-12-02T06:55:00-05:00,2023-12-02T11:55:00+00:00,2550.0
2023-12-02T06:55:00-05:00,2023-12-02T11:55:00+00:00,2023-12-02T07:00:00-05:00,2023-12-02T12:00:00+00:00,2552.0
2023-12-02T07:00:00-05:00,2023-12-02T12:00:00+00:00,2023-12-02T07:05:00-05:00,2023-12-02T12:05:00+00:00,2552.0
2023-12-02T07:05:00-05:00,2023-12-02T12:05:00+00:00,2023-12-02T07:10:00-05:00,2023-12-02T12:10:00+00:00,2552.0
2023-12-02T07:10:00-05:00,2023-12-02T12:10:00+00:00,2023-12-02T07:15:00-05:00,2023-12-02T12:15:00+00:00,2549.0
2023-12-02T07:15:00-05:00,2023-12-02T12:15:00+00:00,2023-12-02T07:20:00-05:00,2023-12-02T12:20:00+00:00,2547.0
2023-12-02T07:20:00-05:00,2023-12-02T12:20:00+00:00,2023-12-02T07:25:00-05:00,2023-12-02T12:25:00+00:00,2547.0
2023-12-02T07:25:00-05:00,2023-12-02T12:25:00+00:00,2023-12-02T07:30:00-05:00,2023-12-02T12:30:00+00:00,2546.5
2023-12-02T07:30:00-05:00,2023-12-02T12:30:00+00:00,2023-12-02T07:35:00-05:00,2023-12-02T12:35:00+00:00,2546.0
2023-12-02T07:35:00-05:00,2023-12-02T12:35:00+00:00,2023-12-02T07:40:00-05:00,2023-12-02T12:40:00+00:00,2548.0
